CustomerID,recency,frequency,monetary_value,r,f,m,rfm_score,segment
16923,11,650,6487.699999999991,4,5,5,455,Champions
17160,30,229,3517.789999999999,4,5,5,455,Champions
17377,23,405,3880.5799999999977,4,5,5,455,Champions
14709,14,197,4911.139999999996,4,5,5,455,Champions
12867,25,547,3955.5799999999945,4,5,5,455,Champions
16945,21,249,4344.780000000009,4,5,5,455,Champions
16871,21,139,2761.0900000000006,4,5,5,455,Champions
17365,12,465,4765.109999999997,4,5,5,455,Champions
14903,20,359,2729.0200000000023,4,5,5,455,Champions
13268,17,440,3125.7900000000004,4,5,5,455,Champions
15482,15,126,6393.519999999998,4,5,5,455,Champions
15125,24,140,11117.0399999999,4,5,5,455,Champions
15555,11,913,4745.179999999983,4,5,5,455,Champions
17139,15,486,10567.54999999999,4,5,5,455,Champions
13571,12,340,2088.720000000001,4,5,5,455,Champions
13209,29,329,5818.359999999997,4,5,5,455,Champions
13381,20,173,3626.4900000000007,4,5,5,455,Champions
13285,22,187,2708.2,4,5,5,455,Champions
15382,14,306,5927.179999999996,4,5,5,455,Champions
15513,30,314,14518.959999999997,4,5,5,455,Champions
16767,30,221,5574.720000000001,4,5,5,455,Champions
13174,15,293,2742.6599999999808,4,5,5,455,Champions
17338,16,725,6461.369999999977,4,5,5,455,Champions
15150,16,342,5279.669999999998,4,5,5,455,Champions
17059,29,514,3078.790000000004,4,5,5,455,Champions
17068,11,297,4530.980000000002,4,5,5,455,Champions
17069,27,154,2655.140000000001,4,5,5,455,Champions
13148,28,340,3324.090000000001,4,5,5,455,Champions
16743,28,192,2166.330000000001,4,5,5,455,Champions
13632,24,146,2114.59999999999,4,5,5,455,Champions
15502,15,252,5540.9000000000015,4,5,5,455,Champions
13139,15,174,5055.790000000003,4,5,5,455,Champions
17314,24,136,2514.55999999999,4,5,5,455,Champions
12395,15,159,2997.559999999998,4,5,5,455,Champions
17231,11,536,3077.289999999993,4,5,5,455,Champions
15114,29,197,2759.119999999999,4,5,5,455,Champions
17416,29,271,6838.340000000002,4,5,5,455,Champions
13588,15,180,2442.5600000000004,4,5,5,455,Champions
15034,15,396,4242.839999999997,4,5,5,455,Champions
15514,11,197,2907.320000000001,4,5,5,455,Champions
17652,24,270,4736.8899999999985,4,5,5,455,Champions
14680,24,320,26932.419999999893,4,5,5,455,Champions
17651,11,239,3886.7500000000027,4,5,5,455,Champions
13384,30,155,4121.879999999999,4,5,5,455,Champions
13047,31,196,3078.860000000002,4,5,5,455,Champions
17813,13,355,1641.0299999999925,4,5,4,454,Champions
15009,11,180,1259.1499999999903,4,5,4,454,Champions
17368,22,124,1315.4000000000015,4,5,4,454,Champions
16511,21,159,918.2499999999995,4,5,4,454,Champions
16907,28,140,928.5500000000002,4,5,4,454,Champions
14684,25,390,1201.5100000000007,4,5,4,454,Champions
17790,26,189,1964.229999999991,4,5,4,454,Champions
15987,11,128,1432.5800000000008,4,5,4,454,Champions
15532,24,258,1500.8799999999926,4,5,4,454,Champions
16942,12,279,1878.4300000000012,4,5,4,454,Champions
17073,17,174,1445.9299999999998,4,5,4,454,Champions
16983,12,144,1894.3200000000097,4,5,4,454,Champions
15506,22,161,970.9200000000002,4,5,4,454,Champions
15426,18,283,1386.3600000000006,4,5,4,454,Champions
17961,20,249,1296.2500000000011,4,5,4,454,Champions
18125,29,193,1129.86,4,5,4,454,Champions
18069,25,459,1991.6700000000026,4,5,4,454,Champions
17015,28,214,1837.7800000000009,4,5,4,454,Champions
17348,14,213,1155.6799999999998,4,5,4,454,Champions
15351,11,227,1835.8900000000021,4,5,4,454,Champions
16464,19,230,1298.3399999999904,4,5,4,454,Champions
15365,25,151,1330.2900000000009,4,5,4,454,Champions
13110,30,146,1452.8700000000006,4,5,4,454,Champions
15051,22,142,1383.16,4,5,4,454,Champions
14587,18,372,1577.3900000000003,4,5,4,454,Champions
16332,27,152,1572.7999999999906,4,5,4,454,Champions
15858,15,188,1426.1300000000012,4,5,4,454,Champions
15436,11,291,1066.9499999999994,4,5,4,454,Champions
14591,14,176,1319.65,4,5,4,454,Champions
17463,15,212,1860.7300000000018,4,5,4,454,Champions
13614,23,195,1585.3800000000003,4,5,4,454,Champions
16533,18,180,1014.0299999999996,4,5,4,454,Champions
17228,15,208,1906.0000000000014,4,5,4,454,Champions
13246,17,138,1896.0000000000007,4,5,4,454,Champions
16669,23,157,1344.600000000001,4,5,4,454,Champions
16719,14,198,1753.5100000000004,4,5,4,454,Champions
15787,25,200,932.97,4,5,4,454,Champions
15916,15,156,1465.6300000000006,4,5,4,454,Champions
14487,26,141,1152.4100000000003,4,5,4,454,Champions
17422,15,135,1852.6499999999996,4,5,4,454,Champions
16880,30,174,1490.8299999999902,4,5,4,454,Champions
14506,16,295,1960.0099999999916,4,5,4,454,Champions
16809,22,150,912.7399999999998,4,5,4,454,Champions
13232,12,202,1327.9900000000011,4,5,4,454,Champions
15203,25,142,1826.559999999999,4,5,4,454,Champions
13048,13,136,1789.2099999999994,4,5,4,454,Champions
16085,22,167,981.5099999999999,4,5,4,454,Champions
13184,14,181,1616.3700000000017,4,5,4,454,Champions
16791,28,316,1689.9600000000012,4,5,4,454,Champions
15906,19,151,1521.7100000000012,4,5,4,454,Champions
13610,11,217,1065.4,4,5,4,454,Champions
16726,25,178,1358.5400000000006,4,5,4,454,Champions
18096,11,196,848.6600000000001,4,5,3,453,Loyal Accounts
14577,12,123,859.4900000000006,4,5,3,453,Loyal Accounts
14410,15,282,573.2099999999997,4,5,3,453,Loyal Accounts
14382,25,126,614.6899999999898,4,5,3,453,Loyal Accounts
17323,14,199,894.2000000000005,4,5,3,453,Loyal Accounts
14662,28,157,740.7700000000001,4,5,3,453,Loyal Accounts
14234,21,147,753.4099999999997,4,5,3,453,Loyal Accounts
16005,11,201,578.0299999999992,4,5,3,453,Loyal Accounts
17812,12,133,699.48999999999,4,5,3,453,Loyal Accounts
14499,25,190,808.1200000000003,4,5,3,453,Loyal Accounts
14449,18,250,885.5899999999995,4,5,3,453,Loyal Accounts
16460,27,132,811.2299999999998,4,5,3,453,Loyal Accounts
17777,24,190,647.3199999999998,4,5,3,453,Loyal Accounts
14593,21,151,616.1899999999994,4,5,3,453,Loyal Accounts
16877,11,156,846.5499999999998,4,5,3,453,Loyal Accounts
18156,12,122,675.6400000000002,4,5,3,453,Loyal Accounts
16869,22,128,797.1599999999895,4,5,3,453,Loyal Accounts
16469,23,171,624.6600000000002,4,5,3,453,Loyal Accounts
17360,16,125,567.68,4,5,3,453,Loyal Accounts
14044,26,206,646.3399999999992,4,5,3,453,Loyal Accounts
17974,24,165,703.4300000000001,4,5,3,453,Loyal Accounts
15584,23,124,717.5099999999998,4,5,3,453,Loyal Accounts
14710,13,136,598.8400000000003,4,5,3,453,Loyal Accounts
15511,11,158,900.5300000000002,4,5,3,453,Loyal Accounts
15720,23,128,598.42,4,5,3,453,Loyal Accounts
17516,14,135,764.6799999999998,4,5,3,453,Loyal Accounts
14657,17,127,838.2700000000002,4,5,3,453,Loyal Accounts
16916,23,136,562.37,4,5,3,453,Loyal Accounts
16898,25,158,436.1599999999999,4,5,2,452,Low Spenders
12910,22,75,3074.720000000001,4,4,5,445,Champions
13895,20,119,2587.9599999999996,4,4,5,445,Champions
12483,16,81,2326.890000000001,4,4,5,445,Champions
15291,25,109,4596.510000000002,4,4,5,445,Champions
13983,29,112,2590.42,4,4,5,445,Champions
15093,17,112,4408.739999999998,4,4,5,445,Champions
13695,30,90,2503.889999999999,4,4,5,445,Champions
13629,22,59,7792.28,4,4,5,445,Champions
12406,21,108,3280.670000000002,4,4,5,445,Champions
12906,11,63,2919.5699999999997,4,4,5,445,Champions
16003,29,103,2735.290000000002,4,4,5,445,Champions
16126,28,117,6287.770000000001,4,4,5,445,Champions
12438,13,98,2906.5700000000006,4,4,5,445,Champions
14607,15,109,10981.1,4,4,5,445,Champions
12619,15,95,3214.450000000001,4,4,5,445,Champions
12388,15,100,2780.640000000001,4,4,5,445,Champions
15105,17,101,2298.930000000001,4,4,5,445,Champions
14515,17,98,2076.8099999999895,4,4,5,445,Champions
16656,21,80,8568.16,4,4,5,445,Champions
14691,30,71,2114.209999999999,4,4,5,445,Champions
18188,14,72,1998.23,4,4,5,445,Champions
15981,24,97,3408.4799999999987,4,4,5,445,Champions
16912,22,104,2508.6900000000014,4,4,5,445,Champions
14315,20,104,2456.9799999999996,4,4,5,445,Champions
14640,15,112,2024.369999999999,4,4,5,445,Champions
13324,31,77,7072.799999999996,4,4,5,445,Champions
12356,22,59,2811.4300000000007,4,4,5,445,Champions
17809,15,64,4627.629999999999,4,4,5,445,Champions
15179,17,95,2186.1199999999985,4,4,5,445,Champions
14466,28,72,2272.4,4,4,5,445,Champions
13758,11,117,3190.470000000001,4,4,5,445,Champions
15671,18,81,2635.4900000000007,4,4,5,445,Champions
14226,28,72,2184.24,4,4,5,445,Champions
17512,28,106,2920.040000000001,4,4,5,445,Champions
12578,20,120,2753.0800000000017,4,4,5,445,Champions
12948,15,118,2053.5000000000005,4,4,5,445,Champions
14544,23,111,2004.0600000000006,4,4,5,445,Champions
13831,15,72,2198.3700000000003,4,4,5,445,Champions
12610,22,111,2057.990000000001,4,4,5,445,Champions
12500,22,65,4206.27,4,4,5,445,Champions
16985,16,121,5461.46,4,4,5,445,Champions
12931,21,102,33462.770000000004,4,4,5,445,Champions
12380,21,105,2720.5599999999995,4,4,5,445,Champions
16628,29,119,2182.8799999999997,4,4,5,445,Champions
16218,29,90,3054.870000000001,4,4,5,445,Champions
12600,28,65,2580.9600000000005,4,4,5,445,Champions
16618,30,97,2630.6400000000003,4,4,5,445,Champions
15465,19,104,6944.900000000001,4,4,5,445,Champions
15485,29,85,2563.3400000000006,4,4,5,445,Champions
13450,26,71,2043.64,4,4,5,445,Champions
15785,29,87,2303.4300000000017,4,4,5,445,Champions
15839,24,65,1020.6599999999997,4,4,4,444,Champions
13313,21,78,1555.1599999999994,4,4,4,444,Champions
17095,21,77,1088.1599999999994,4,4,4,444,Champions
16128,17,89,1879.9000000000003,4,4,4,444,Champions
15747,12,90,946.4799999999996,4,4,4,444,Champions
15088,20,60,1139.79,4,4,4,444,Champions
17100,17,65,971.5400000000002,4,4,4,444,Champions
14064,28,79,1168.6599999999003,4,4,4,444,Champions
14035,28,66,1427.4600000000003,4,4,4,444,Champions
14834,17,70,1698.23,4,4,4,444,Champions
16173,15,87,1406.5699999999997,4,4,4,444,Champions
17162,28,105,1706.8899999999996,4,4,4,444,Champions
17159,21,102,1534.3700000000003,4,4,4,444,Champions
17287,25,122,1048.9000000000008,4,4,4,444,Champions
14336,16,90,1614.7500000000007,4,4,4,444,Champions
17519,16,83,1838.9900000000005,4,4,4,444,Champions
16094,11,67,1041.83,4,4,4,444,Champions
17147,22,85,1679.3200000000004,4,4,4,444,Champions
14948,22,64,1066.57,4,4,4,444,Champions
12936,16,63,1012.5000000000001,4,4,4,444,Champions
15449,25,62,971.2200000000004,4,4,4,444,Champions
14116,19,72,1382.2199999999903,4,4,4,444,Champions
13995,14,87,1383.0900000000004,4,4,4,444,Champions
16066,16,101,1520.9600000000003,4,4,4,444,Champions
12620,14,92,1339.01,4,4,4,444,Champions
12599,28,62,1032.1000000000004,4,4,4,444,Champions
13149,13,86,1675.9800000000002,4,4,4,444,Champions
16245,23,93,1352.2,4,4,4,444,Champions
17236,12,105,915.9300000000003,4,4,4,444,Champions
12937,14,120,1504.109999999999,4,4,4,444,Champions
16279,20,108,1489.76,4,4,4,444,Champions
17088,27,115,1990.9299999999994,4,4,4,444,Champions
17302,14,81,1119.85,4,4,4,444,Champions
13719,14,60,1041.5200000000002,4,4,4,444,Champions
17410,15,64,1214.6399999999999,4,4,4,444,Champions
14878,12,122,1475.6500000000008,4,4,4,444,Champions
15953,14,102,1632.39,4,4,4,444,Champions
17633,30,72,1242.3,4,4,4,444,Champions
15111,28,84,1567.4799999999998,4,4,4,444,Champions
14898,22,112,1194.07,4,4,4,444,Champions
13064,12,68,1105.5900000000001,4,4,4,444,Champions
18177,30,74,1313.6199999999997,4,4,4,444,Champions
17738,18,99,1863.2700000000004,4,4,4,444,Champions
15977,16,65,1054.73,4,4,4,444,Champions
13500,22,67,1136.6100000000001,4,4,4,444,Champions
16531,21,77,1244.3500000000001,4,4,4,444,Champions
14215,11,109,1777.7600000000007,4,4,4,444,Champions
14214,30,70,1000.1099999999998,4,4,4,444,Champions
13782,12,113,908.8599999999993,4,4,4,444,Champions
15494,20,122,1279.9400000000005,4,4,4,444,Champions
12865,25,96,1547.8299999999997,4,4,4,444,Champions
14533,24,65,1812.6200000000003,4,4,4,444,Champions
15411,25,99,1336.0300000000009,4,4,4,444,Champions
12997,21,67,1197.9400000000003,4,4,4,444,Champions
16638,22,95,1676.27,4,4,4,444,Champions
14507,23,97,1352.52,4,4,4,444,Champions
13650,16,98,1809.3400000000001,4,4,4,444,Champions
15594,15,104,1767.5299999999995,4,4,4,444,Champions
17671,15,61,1284.0799999999997,4,4,4,444,Champions
16748,17,69,1515.8999999999992,4,4,4,444,Champions
16762,19,63,1207.24,4,4,4,444,Champions
12349,18,73,1757.5099999999995,4,4,4,444,Champions
12775,16,67,1351.0800000000002,4,4,4,444,Champions
17663,25,90,1788.07,4,4,4,444,Champions
14748,28,92,1311.8099999999902,4,4,4,444,Champions
15050,24,78,1682.5699999999904,4,4,4,444,Champions
15608,27,60,1093.5199999999998,4,4,4,444,Champions
17702,29,80,1719.72,4,4,4,444,Champions
13577,24,85,1658.299999999999,4,4,4,444,Champions
16653,15,76,1166.8399999999995,4,4,4,444,Champions
15106,17,102,1407.6100000000006,4,4,4,444,Champions
15933,20,74,1107.1800000000005,4,4,4,444,Champions
15660,24,94,1551.81,4,4,4,444,Champions
15983,21,112,1464.9199999999992,4,4,4,444,Champions
13456,17,65,1737.5000000000002,4,4,4,444,Champions
14595,19,102,1740.5999999999988,4,4,4,444,Champions
12689,25,72,1247.4099999999996,4,4,4,444,Champions
16369,17,117,1545.4100000000003,4,4,4,444,Champions
14297,17,64,1284.0200000000007,4,4,4,444,Champions
16009,21,82,972.1099999999998,4,4,4,444,Champions
18263,22,62,1211.08,4,4,4,444,Champions
17932,28,90,1331.5299999999902,4,4,4,444,Champions
17041,26,70,1055.53,4,4,4,444,Champions
13363,17,60,992.5000000000002,4,4,4,444,Champions
15117,14,80,1550.1299999999999,4,4,4,444,Champions
16350,20,60,1100.4699999999996,4,4,4,444,Champions
17054,27,84,1353.7100000000003,4,4,4,444,Champions
16341,24,84,1959.1800000000003,4,4,4,444,Champions
12674,11,90,1921.9800000000005,4,4,4,444,Champions
13138,21,63,962.3100000000001,4,4,4,444,Champions
18221,21,65,1033.15,4,4,4,444,Champions
15737,14,79,1121.21,4,4,4,444,Champions
14921,29,78,1315.83,4,4,4,444,Champions
15289,28,59,934.7000000000004,4,4,4,444,Champions
16042,21,74,1127.1700000000005,4,4,4,444,Champions
17469,15,90,1843.0599999999993,4,4,4,444,Champions
13118,19,82,1124.9999999999993,4,4,4,444,Champions
13867,30,60,1005.09,4,4,4,444,Champions
16463,20,85,1383.3800000000006,4,4,4,444,Champions
14741,11,59,1400.3399999999901,4,4,4,444,Champions
13447,22,62,1104.2299999999998,4,4,4,444,Champions
13117,21,76,984.4299999999998,4,4,4,444,Champions
15530,21,107,1497.27,4,4,4,444,Champions
16416,26,73,1026.6699999999998,4,4,4,444,Champions
14447,18,70,1163.1500000000003,4,4,4,444,Champions
17562,13,64,1107.2999999999995,4,4,4,444,Champions
15134,14,73,1387.91,4,4,4,444,Champions
15681,17,67,946.3599999999997,4,4,4,444,Champions
15398,15,74,1339.39,4,4,4,444,Champions
14859,12,59,1352.0399999999997,4,4,4,444,Champions
16434,28,107,1511.7200000000012,4,4,4,444,Champions
17867,29,70,583.1200000000003,4,4,3,443,Loyal Accounts
14664,19,98,635.8399999999999,4,4,3,443,Loyal Accounts
17461,22,106,735.4999999999995,4,4,3,443,Loyal Accounts
17888,18,79,515.5699999999999,4,4,3,443,Loyal Accounts
14715,24,71,867.3800000000002,4,4,3,443,Loyal Accounts
18043,24,115,529.0499999999995,4,4,3,443,Loyal Accounts
17295,28,68,546.4400000000002,4,4,3,443,Loyal Accounts
15919,19,122,525.3299999999997,4,4,3,443,Loyal Accounts
17387,19,76,746.8099999999898,4,4,3,443,Loyal Accounts
13167,18,65,791.3299999999999,4,4,3,443,Loyal Accounts
15965,16,111,808.5499999999998,4,4,3,443,Loyal Accounts
17397,21,89,681.2499999999999,4,4,3,443,Loyal Accounts
17345,14,83,519.3699999999999,4,4,3,443,Loyal Accounts
14675,15,97,596.3599999999997,4,4,3,443,Loyal Accounts
17779,20,83,633.51999999999,4,4,3,443,Loyal Accounts
17864,12,90,554.0100000000001,4,4,3,443,Loyal Accounts
13991,11,84,847.3799999999899,4,4,3,443,Loyal Accounts
16261,16,119,728.3399999999999,4,4,3,443,Loyal Accounts
12933,23,107,606.1999999999998,4,4,3,443,Loyal Accounts
13546,11,97,621.01,4,4,3,443,Loyal Accounts
17537,29,74,887.6699999999896,4,4,3,443,Loyal Accounts
15743,15,86,775.9599999999998,4,4,3,443,Loyal Accounts
16284,30,103,812.5199999999999,4,4,3,443,Loyal Accounts
16924,20,87,722.5599999999998,4,4,3,443,Loyal Accounts
17075,17,80,813.6899999999999,4,4,3,443,Loyal Accounts
15721,11,84,470.99999999999983,4,4,3,443,Loyal Accounts
16560,20,58,816.3500000000001,4,4,3,443,Loyal Accounts
14553,18,113,858.3499999999999,4,4,3,443,Loyal Accounts
12904,17,71,496.05999999999983,4,4,3,443,Loyal Accounts
17555,19,105,480.0300000000001,4,4,3,443,Loyal Accounts
13379,25,97,572.3199999999998,4,4,3,443,Loyal Accounts
12847,21,84,843.6399999999998,4,4,3,443,Loyal Accounts
13846,24,58,847.6100000000001,4,4,3,443,Loyal Accounts
17759,16,90,819.96,4,4,3,443,Loyal Accounts
15679,23,110,780.7100000000003,4,4,3,443,Loyal Accounts
14467,17,89,596.2200000000001,4,4,3,443,Loyal Accounts
16504,24,83,465.8800000000001,4,4,3,443,Loyal Accounts
15533,18,86,746.9199999999998,4,4,3,443,Loyal Accounts
17109,28,120,865.9299999999997,4,4,3,443,Loyal Accounts
17797,21,111,779.87,4,4,3,443,Loyal Accounts
14034,21,89,508.97,4,4,3,443,Loyal Accounts
13623,30,83,652.2400000000001,4,4,3,443,Loyal Accounts
15022,11,121,852.2299999999997,4,4,3,443,Loyal Accounts
17515,30,87,638.8699999999999,4,4,3,443,Loyal Accounts
16804,22,60,536.7899999999898,4,4,3,443,Loyal Accounts
16205,30,97,757.5499999999997,4,4,3,443,Loyal Accounts
14359,18,58,882.5800000000002,4,4,3,443,Loyal Accounts
17198,23,96,692.1000000000001,4,4,3,443,Loyal Accounts
18082,25,70,680.5200000000002,4,4,3,443,Loyal Accounts
14093,11,100,433.86000000000007,4,4,2,442,Low Spenders
15054,11,114,301.90000000000003,4,4,2,442,Low Spenders
15406,17,58,426.6100000000001,4,4,2,442,Low Spenders
13673,18,60,387.11999999999995,4,4,2,442,Low Spenders
16386,28,81,302.2599999999998,4,4,2,442,Low Spenders
15184,28,62,402.12000000000006,4,4,2,442,Low Spenders
15872,14,108,316.04999999999984,4,4,2,442,Low Spenders
16885,14,96,450.32999999999976,4,4,2,442,Low Spenders
15967,22,80,397.67999999998995,4,4,2,442,Low Spenders
16399,18,72,407.7799999999998,4,4,2,442,Low Spenders
12508,25,68,397.88,4,4,2,442,Low Spenders
18117,25,72,315.65000000000003,4,4,2,442,Low Spenders
12890,23,79,376.24000000000007,4,4,2,442,Low Spenders
15901,16,111,351.56999999999994,4,4,2,442,Low Spenders
18034,21,110,418.3800000000001,4,4,2,442,Low Spenders
17371,16,86,418.1199999999997,4,4,2,442,Low Spenders
17052,27,83,398.80999999999995,4,4,2,442,Low Spenders
17595,11,82,386.6899999999999,4,4,2,442,Low Spenders
13569,16,79,338.22999999999985,4,4,2,442,Low Spenders
16024,11,63,250.97999999999996,4,4,2,442,Low Spenders
17081,24,63,288.84,4,4,2,442,Low Spenders
14954,11,77,294.6099999999999,4,4,2,442,Low Spenders
12391,21,93,438.9399999999998,4,4,2,442,Low Spenders
15429,26,83,364.69999999999993,4,4,2,442,Low Spenders
15850,18,93,234.46999999999994,4,4,2,442,Low Spenders
14335,15,60,454.82000000000005,4,4,2,442,Low Spenders
16406,18,59,154.22000000000003,4,4,1,441,Low Spenders
17301,20,59,162.92000000000004,4,4,1,441,Low Spenders
16900,11,82,187.4500000000002,4,4,1,441,Low Spenders
17739,11,48,2786.0499999999997,4,3,5,435,Loyal Accounts
15270,15,48,2298.2000000000103,4,3,5,435,Loyal Accounts
16107,17,31,3204.16,4,3,5,435,Loyal Accounts
18061,21,46,2119.3699999999994,4,3,5,435,Loyal Accounts
14676,30,44,2543.24,4,3,5,435,Loyal Accounts
18259,24,42,2338.600000000001,4,3,5,435,Loyal Accounts
12557,15,33,11990.720000000003,4,3,5,435,Loyal Accounts
13941,21,47,4912.41,4,3,5,435,Loyal Accounts
15971,17,35,4199.85,4,3,5,435,Loyal Accounts
15027,30,37,1051.87,4,3,4,434,Loyal Accounts
13499,17,45,1146.96,4,3,4,434,Loyal Accounts
13692,24,55,1465.6699999999998,4,3,4,434,Loyal Accounts
12849,30,48,1010.0899999999999,4,3,4,434,Loyal Accounts
12541,29,52,981.1400000000002,4,3,4,434,Loyal Accounts
16639,24,52,1169.38,4,3,4,434,Loyal Accounts
17653,28,50,1175.96,4,3,4,434,Loyal Accounts
15110,23,39,973.1999999999998,4,3,4,434,Loyal Accounts
13549,25,52,916.1999999999998,4,3,4,434,Loyal Accounts
17720,25,50,1195.7800000000004,4,3,4,434,Loyal Accounts
13516,20,44,1389.41,4,3,4,434,Loyal Accounts
12691,27,32,1035.8,4,3,4,434,Loyal Accounts
13094,20,30,1708.8599999998005,4,3,4,434,Loyal Accounts
13131,22,46,1039.3000000000002,4,3,4,434,Loyal Accounts
13282,17,40,1047.8399999999997,4,3,4,434,Loyal Accounts
17135,15,52,1139.73,4,3,4,434,Loyal Accounts
13308,22,57,1367.45,4,3,4,434,Loyal Accounts
15116,17,45,1352.75,4,3,4,434,Loyal Accounts
15132,17,52,977.9300000000002,4,3,4,434,Loyal Accounts
12642,24,47,1013.2599999999999,4,3,4,434,Loyal Accounts
12640,23,53,1174.5400000000002,4,3,4,434,Loyal Accounts
17227,18,47,939.28,4,3,4,434,Loyal Accounts
13350,15,43,910.71999999999,4,3,4,434,Loyal Accounts
15489,22,55,1090.03,4,3,4,434,Loyal Accounts
17324,17,49,986.08,4,3,4,434,Loyal Accounts
12676,24,45,1331.3100000000006,4,3,4,434,Loyal Accounts
16365,17,51,1540.4200000000003,4,3,4,434,Loyal Accounts
15238,28,52,1056.4999999999995,4,3,4,434,Loyal Accounts
13396,21,47,1325.21,4,3,4,434,Loyal Accounts
16996,29,41,1427.3,4,3,4,434,Loyal Accounts
12697,20,43,939.0200000000002,4,3,4,434,Loyal Accounts
13823,18,40,957.6600000000001,4,3,4,434,Loyal Accounts
13455,24,53,1007.3499999999997,4,3,4,434,Loyal Accounts
15253,15,55,915.0599999999998,4,3,4,434,Loyal Accounts
12374,24,33,742.86999999999,4,3,3,433,Loyal Accounts
18236,29,49,882.24,4,3,3,433,Loyal Accounts
15582,24,44,682.75,4,3,3,433,Loyal Accounts
12384,28,30,566.1600000000001,4,3,3,433,Loyal Accounts
15571,11,57,650.2700000000001,4,3,3,433,Loyal Accounts
15830,28,41,547.46,4,3,3,433,Loyal Accounts
15452,29,56,528.3499999999999,4,3,3,433,Loyal Accounts
18217,28,31,621.75,4,3,3,433,Loyal Accounts
12427,11,35,708.3700000000001,4,3,3,433,Loyal Accounts
14284,30,34,578.4500000000002,4,3,3,433,Loyal Accounts
14539,15,32,537.24,4,3,3,433,Loyal Accounts
15492,27,35,659.22,4,3,3,433,Loyal Accounts
15561,11,31,722.74,4,3,3,433,Loyal Accounts
12421,15,46,805.8299999999903,4,3,3,433,Loyal Accounts
14790,16,46,745.0600000000001,4,3,3,433,Loyal Accounts
14756,14,38,738.68,4,3,3,433,Loyal Accounts
18211,25,42,600.03,4,3,3,433,Loyal Accounts
18123,23,34,574.44,4,3,3,433,Loyal Accounts
15645,18,52,612.0099999999999,4,3,3,433,Loyal Accounts
15599,26,52,761.4599999999999,4,3,3,433,Loyal Accounts
14725,24,47,655.5399999999998,4,3,3,433,Loyal Accounts
13681,17,57,827.76,4,3,3,433,Loyal Accounts
13732,27,33,491.57999999999987,4,3,3,433,Loyal Accounts
15275,30,42,609.0699999999998,4,3,3,433,Loyal Accounts
12658,18,36,686.0499999999998,4,3,3,433,Loyal Accounts
16070,21,33,852.15,4,3,3,433,Loyal Accounts
13575,22,46,732.0699999999998,4,3,3,433,Loyal Accounts
17664,18,43,604.5200000000001,4,3,3,433,Loyal Accounts
16747,24,45,826.8000000000002,4,3,3,433,Loyal Accounts
14108,30,35,593.92,4,3,3,433,Loyal Accounts
15103,30,35,703.3600000000001,4,3,3,433,Loyal Accounts
12781,20,30,707.6400000000001,4,3,3,433,Loyal Accounts
12778,19,51,804.0700000000003,4,3,3,433,Loyal Accounts
14883,18,54,756.56,4,3,3,433,Loyal Accounts
16616,14,33,500.02,4,3,3,433,Loyal Accounts
16602,30,32,494.7299999999999,4,3,3,433,Loyal Accounts
16134,21,38,603.6899999999899,4,3,3,433,Loyal Accounts
16139,18,31,635.4100000000002,4,3,3,433,Loyal Accounts
17624,14,50,843.4,4,3,3,433,Loyal Accounts
13810,28,36,899.35,4,3,3,433,Loyal Accounts
13816,23,33,555.0399999999998,4,3,3,433,Loyal Accounts
14862,25,48,841.1599999999999,4,3,3,433,Loyal Accounts
13835,24,55,834.49,4,3,3,433,Loyal Accounts
15081,21,35,487.34999999999985,4,3,3,433,Loyal Accounts
16164,16,35,802.4700000000001,4,3,3,433,Loyal Accounts
14829,28,45,644.3299999999999,4,3,3,433,Loyal Accounts
13894,21,30,535.97,4,3,3,433,Loyal Accounts
16364,11,52,705.67,4,3,3,433,Loyal Accounts
16185,16,31,529.41,4,3,3,433,Loyal Accounts
14020,16,39,642.8000000000001,4,3,3,433,Loyal Accounts
13939,22,46,556.55,4,3,3,433,Loyal Accounts
16212,18,43,681.19,4,3,3,433,Loyal Accounts
13940,16,49,839.0599999999998,4,3,3,433,Loyal Accounts
13557,27,34,583.8999999999999,4,3,3,433,Loyal Accounts
17637,30,35,546.8599999999999,4,3,3,433,Loyal Accounts
16311,17,37,616.1399999999999,4,3,3,433,Loyal Accounts
17411,11,43,748.94,4,3,3,433,Loyal Accounts
12991,22,31,503.64000000000004,4,3,3,433,Loyal Accounts
17329,13,33,523.1099999999999,4,3,3,433,Loyal Accounts
17299,11,55,656.1699999999997,4,3,3,433,Loyal Accounts
13200,18,46,869.9300000000002,4,3,3,433,Loyal Accounts
13236,24,39,727.2700000000001,4,3,3,433,Loyal Accounts
16008,23,33,478.7800000000001,4,3,3,433,Loyal Accounts
13258,11,36,672.79,4,3,3,433,Loyal Accounts
14805,14,46,546.39999999999,4,3,3,433,Loyal Accounts
17521,23,46,721.8399999999999,4,3,3,433,Loyal Accounts
17557,13,34,541.38,4,3,3,433,Loyal Accounts
17034,15,32,734.4099999999999,4,3,3,433,Loyal Accounts
12883,24,42,703.3900000000002,4,3,3,433,Loyal Accounts
12878,17,49,841.6400000000001,4,3,3,433,Loyal Accounts
17425,18,43,759.1700000000002,4,3,3,433,Loyal Accounts
13028,22,47,659.5200000000001,4,3,3,433,Loyal Accounts
12589,28,35,646.68,4,3,3,433,Loyal Accounts
13046,30,35,629.3100000000001,4,3,3,433,Loyal Accounts
16020,16,46,851.0099999999999,4,3,3,433,Loyal Accounts
