CustomerID,Recency,Frequency,Monetary,RFM_Score
13518.0,86,1,659.4399999999999,213
13519.0,50,2,110.80000000000001,321
13520.0,59,8,3487.75,355
13521.0,1,3,1093.65,534
13522.0,30,1,125.80000000000001,411
13523.0,33,6,3755.38,345
13524.0,41,5,680.1800000000001,343
13525.0,15,2,628.78,423
13527.0,34,8,2263.76,355
13529.0,79,2,307.76,222
13531.0,205,2,483.8,123
13532.0,34,1,210.31,311
13533.0,183,3,270.79,132
13534.0,2,43,5613.08,555
13536.0,1,7,3448.29,555
13538.0,43,7,1280.85,354
13539.0,86,4,605.84,243
13544.0,40,2,291.41,322
13546.0,12,3,626.99,433
13548.0,96,2,682.41,223
13549.0,26,8,916.12,453
13551.0,319,1,91.80000000000001,111
13552.0,66,16,3539.53,355
13555.0,74,4,4149.28,245
13557.0,28,2,584.06,423
13558.0,6,4,605.06,543
13560.0,7,1,174.37,511
13561.0,216,1,141.85999999999999,111
13562.0,82,3,1799.33,234
13563.0,84,2,777.53,223
13564.0,144,5,647.74,243
13565.0,19,2,240.22,421
13566.0,41,2,874.71,323
13568.0,173,1,192.85,211
13569.0,17,2,373.75,422
13570.0,243,1,239.49,111
13571.0,13,12,2092.32,455
13572.0,206,1,1384.25,114
13573.0,50,2,294.4,322
13575.0,23,5,732.0699999999999,443
13576.0,10,20,6703.3,555
13577.0,25,5,1658.3,444
13579.0,15,2,467.04,422
13581.0,309,1,118.0,111
13583.0,156,1,781.03,213
13584.0,307,1,142.4,111
13587.0,32,3,347.0,332
13588.0,16,13,2445.12,455
13589.0,15,2,379.65,422
13590.0,11,7,1976.12,554
13591.0,65,3,1117.13,334
13592.0,36,4,247.95999999999998,342
13593.0,108,6,1990.28,244
13594.0,53,1,396.97,312
13596.0,6,2,697.04,523
13598.0,47,2,167.42000000000002,321
13599.0,1,33,5030.6,555
13600.0,312,1,219.52,111
13601.0,45,2,693.32,323
13602.0,65,1,428.89,312
13603.0,26,1,164.34,411
13606.0,29,3,280.53999999999996,432
13607.0,40,1,678.01,313
13610.0,12,9,1115.43,454
13611.0,89,4,1158.2,244
13614.0,24,4,1610.46,444
13615.0,313,2,399.99,122
13617.0,40,3,544.18,333
13618.0,174,1,177.34,211
13621.0,117,1,213.85,211
13623.0,31,7,672.44,453
13626.0,253,1,257.23,112
13627.0,59,7,1624.02,354
13629.0,23,11,7792.36,455
13630.0,5,11,1995.68,554
13631.0,100,12,3021.77,255
13632.0,25,6,2117.02,445
13634.0,33,5,1575.16,344
13635.0,68,1,1071.03,314
13636.0,37,6,941.62,344
13637.0,52,3,810.5,333
13638.0,16,1,122.64,411
13639.0,74,1,1033.34,214
13642.0,216,1,354.8,112
13643.0,31,3,519.44,433
13644.0,9,5,2597.52,545
13645.0,120,1,252.1,212
13647.0,10,5,1670.22,544
13649.0,257,2,346.6,122
13650.0,17,7,1809.34,454
13651.0,35,2,94.2,321
13652.0,46,3,1095.08,334
13654.0,43,6,2707.33,345
13655.0,114,2,932.97,224
13656.0,165,2,379.65,222
13657.0,11,2,382.14,522
13658.0,10,7,2421.47,555
13659.0,197,3,1550.85,134
13662.0,86,7,879.08,253
13663.0,179,1,189.47,111
13666.0,60,3,84.65,331
13667.0,149,1,305.02,212
13668.0,3,29,6216.07,555
13669.0,51,2,218.55,321
13670.0,75,1,349.7,212
13673.0,19,2,396.92,422
13675.0,151,2,486.82000000000005,223
13678.0,152,1,232.6,211
13680.0,1,5,2202.31,545
13681.0,18,4,827.83,443
13682.0,187,1,59.5,111
13684.0,286,2,64.23,121
13685.0,3,7,3119.44,555
13686.0,183,1,72.0,111
13689.0,63,1,910.0,313
13690.0,59,1,172.25,311
13692.0,25,5,1466.8700000000001,444
13694.0,4,60,62653.1,555
13695.0,31,15,2504.13,455
13697.0,39,1,151.29999999999998,311
13699.0,155,1,308.58000000000004,212
13700.0,26,10,2265.12,455
13703.0,318,1,99.5,111
13704.0,5,10,2295.31,555
13705.0,8,3,711.86,533
13706.0,303,1,330.79,112
13707.0,267,2,806.41,123
13708.0,271,1,296.88,112
13709.0,4,17,6249.110000000001,555
13710.0,32,1,180.48,311
13711.0,219,2,252.06,122
13712.0,247,1,228.84,111
13715.0,281,8,1053.94,154
13716.0,269,1,138.28,111
13717.0,32,7,1432.26,354
13718.0,246,2,306.55,122
13719.0,15,5,1041.68,444
13720.0,117,4,799.9,243
13721.0,36,1,524.14,313
13722.0,120,4,2369.16,245
13723.0,217,1,199.85000000000002,111
13725.0,50,11,1809.81,354
13726.0,39,2,1079.6599999999999,324
13727.0,29,2,333.48,422
13728.0,37,6,1016.14,344
13730.0,136,2,752.6,223
13731.0,219,2,610.59,123
13732.0,28,1,491.86,413
13735.0,25,8,2766.18,455
13736.0,5,3,724.0,533
13737.0,200,1,339.59999999999997,112
13739.0,18,1,216.9,411
13740.0,241,1,350.75,112
13741.0,72,4,666.33,243
13742.0,17,14,3102.42,455
13743.0,3,8,1340.1499999999999,554
13744.0,95,2,1156.36,224
13745.0,151,2,291.54,222
13747.0,374,1,79.6,111
13748.0,96,5,948.25,244
13750.0,54,5,1647.26,344
13751.0,288,1,296.25,112
13752.0,124,6,1186.28,244
13753.0,288,1,741.26,113
13754.0,152,2,282.59999999999997,222
13755.0,4,10,2154.68,555
13756.0,2,15,5145.12,555
13758.0,12,7,3190.55,455
13759.0,33,2,659.4100000000001,323
13760.0,54,2,286.79,322
13761.0,50,2,1070.65,324
13762.0,204,2,3.552713678800501e-15,121
13763.0,63,3,1689.46,334
13764.0,71,3,1521.76,234
13767.0,2,52,16945.71,555
13769.0,2,16,2771.87,555
13771.0,64,5,2631.7,345
13772.0,34,3,1132.13,334
13774.0,82,1,345.0,212
13777.0,1,41,25748.350000000002,555
13778.0,103,1,178.7,211
13780.0,7,2,360.01,522
13781.0,251,1,127.84,111
13782.0,13,6,912.0,443
13784.0,10,11,2462.79,555
13786.0,367,1,230.39999999999998,111
13787.0,76,2,309.04,222
13790.0,4,1,348.8,512
13791.0,43,3,1047.68,334
13792.0,66,2,195.55,321
13798.0,1,63,36351.42,555
13799.0,117,2,688.86,223
13800.0,310,1,558.32,113
13801.0,67,1,324.8,312
13802.0,138,6,3906.27,245
13803.0,255,1,277.07,112
13804.0,31,7,2635.79,455
13805.0,52,2,924.6,324
13806.0,64,1,256.38,312
13807.0,367,1,112.6,111
13808.0,6,5,1747.66,544
13809.0,305,1,155.05,111
13810.0,29,4,899.51,443
13811.0,184,4,591.75,143
13812.0,42,3,539.0,333
13813.0,40,5,1353.41,344
13814.0,56,3,1562.12,334
13815.0,22,5,4014.91,445
13816.0,24,4,555.04,443
13817.0,29,2,382.98,422
13819.0,302,3,1140.35,134
13821.0,145,2,385.64,222
13822.0,6,2,632.0,523
13823.0,19,2,957.66,424
13824.0,33,5,1698.94,344
13826.0,158,2,174.65,221
13827.0,58,3,412.05,332
13828.0,22,1,209.49,411
13831.0,16,6,2202.99,445
13832.0,18,2,40.949999999999996,421
13833.0,159,1,384.8,212
13835.0,25,4,834.57,443
13837.0,212,2,271.24,122
13838.0,6,4,691.73,543
13841.0,253,1,85.0,111
13842.0,59,9,3385.62,355
13844.0,11,1,361.62,512
13845.0,65,1,312.98,312
13846.0,25,4,847.61,443
13848.0,92,3,1255.0,234
13849.0,52,2,1537.95,324
13850.0,88,2,1586.81,224
13851.0,96,3,2651.46,235
13853.0,9,2,1056.94,524
13854.0,9,29,8025.0199999999995,555
13856.0,169,5,363.4,242
13858.0,57,1,216.17,311
13859.0,326,1,201.16,111
13860.0,1,6,1240.0,544
13862.0,18,10,2187.31,455
13863.0,245,2,299.56,122
13865.0,58,4,501.56,343
13866.0,74,1,145.67000000000002,211
13867.0,31,3,1015.29,434
13868.0,7,2,3192.54,525
13869.0,123,4,3104.95,245
13870.0,2,10,2751.25,555
13871.0,23,14,6389.8,455
13873.0,120,4,381.7,242
13874.0,358,1,540.45,113
13875.0,54,5,1786.79,344
13876.0,64,1,122.7,311
13877.0,86,1,117.24,211
13878.0,55,1,1281.53,314
13880.0,21,13,3219.77,455
13881.0,4,22,16989.52,555
13882.0,3,6,1131.28,544
13883.0,1,9,2538.75,555
13884.0,7,6,781.3000000000001,543
13885.0,189,2,506.8,123
13886.0,71,1,243.56,211
13887.0,204,1,349.55,112
13888.0,120,2,605.63,223
13889.0,93,1,416.90000000000003,212
13890.0,1,14,1860.8600000000001,554
13892.0,27,4,632.97,443
13893.0,298,1,821.1,113
13894.0,22,5,535.97,443
13895.0,21,5,2588.12,445
13897.0,50,1,311.16,312
13898.0,326,1,155.93,111
13899.0,16,2,388.52,422
13900.0,183,3,740.95,133
13901.0,72,5,2867.2,245
13904.0,37,2,332.64,322
13908.0,80,5,2347.05,245
13911.0,57,9,2580.91,355
13914.0,4,3,613.95,533
13917.0,50,2,272.04,322
13918.0,50,2,1212.8400000000001,324
13919.0,53,3,350.15999999999997,332
13922.0,352,1,172.25,111
13923.0,54,1,351.13,312
13924.0,2,11,1682.08,554
13925.0,36,6,616.65,343
13926.0,23,1,223.85000000000002,411
13927.0,75,1,348.99,212
13928.0,11,4,464.57,542
13929.0,169,3,802.85,233
13930.0,58,2,337.34,322
13931.0,86,3,1230.93,234
13932.0,295,1,307.4,112
13933.0,109,2,608.7900000000001,223
13934.0,264,1,922.1,114
13936.0,171,2,361.28,222
13937.0,169,1,158.85,211
13938.0,35,1,71.66,311
13939.0,23,4,556.75,443
13940.0,17,4,839.14,443
13941.0,22,7,4912.41,455
13946.0,79,3,561.5699999999999,233
13947.0,65,1,90.6,311
13948.0,361,1,102.0,111
13949.0,3,6,2427.32,545
13950.0,11,5,728.56,543
13951.0,176,3,674.45,133
13952.0,211,3,3246.091,135
13953.0,7,7,3515.68,555
13954.0,2,3,378.59,532
13955.0,154,2,322.96,222
13956.0,5,5,1026.42,544
13959.0,79,3,598.2,233
13960.0,21,2,230.22,421
13962.0,22,2,169.55,421
13963.0,308,4,664.54,143
13967.0,146,1,80.7,211
13969.0,7,20,8986.69,555
13971.0,9,11,2702.2200000000003,555
13972.0,71,2,190.25,221
13973.0,287,1,264.7,112
13974.0,49,1,413.59000000000003,312
13975.0,31,7,2503.23,455
13976.0,207,1,357.98,112
13978.0,15,2,196.79000000000002,421
13979.0,73,1,869.87,213
13980.0,60,1,200.14,311
13982.0,39,5,1861.11,344
13983.0,30,13,2590.46,455
13984.0,27,6,488.03,443
13985.0,4,16,7024.53,555
13986.0,17,1,320.46,412
13988.0,20,9,4098.8,455
13989.0,66,2,1266.08,324
13990.0,213,1,311.3,112
13991.0,12,7,850.63,453
13992.0,30,1,76.8,411
13993.0,32,12,3409.66,355
13994.0,4,6,2313.14,545
13995.0,15,6,1383.49,444
13999.0,10,15,3865.26,555
14000.0,206,2,633.71,123
14001.0,46,4,2030.3300000000002,345
14002.0,134,2,529.73,223
14004.0,43,7,4582.64,355
14005.0,10,5,2874.72,545
14006.0,116,3,962.19,234
14009.0,198,3,685.9300000000001,133
14012.0,278,1,328.8,112
14013.0,110,3,473.02,232
14014.0,77,1,505.18,213
14015.0,53,1,917.34,313
14016.0,154,5,4328.46,245
14019.0,47,4,1398.96,344
14020.0,17,2,642.8,423
14021.0,155,3,631.9,233
14022.0,225,1,440.0,112
14023.0,7,2,584.07,523
14024.0,122,2,327.7,222
14027.0,61,1,104.82,311
14029.0,63,2,467.66,322
14030.0,18,8,2360.09,455
14031.0,7,23,14634.640000000001,555
14032.0,2,18,2929.84,555
14034.0,22,4,512.02,443
14035.0,29,5,1428.02,444
14036.0,285,1,626.65,113
14037.0,176,2,147.20000000000002,121
14038.0,78,4,1554.48,244
14039.0,33,1,152.2,311
14040.0,41,15,3542.19,355
14041.0,266,1,141.41,111
14044.0,27,4,652.82,443
14045.0,109,4,1659.75,244
14046.0,284,1,154.99,111
14047.0,9,7,1290.01,554
14048.0,277,2,375.13,122
14049.0,17,6,5639.15,445
14050.0,32,2,746.36,323
14051.0,1,26,15477.34,555
14052.0,20,1,225.36,411
14053.0,124,2,260.25,222
14054.0,65,1,92.46,311
14055.0,106,1,725.6400000000001,213
14056.0,1,29,8124.4,555
14057.0,24,18,6147.4,455
14059.0,267,1,183.6,111
14060.0,5,20,6135.38,555
14062.0,10,12,10464.85,555
14064.0,29,7,1188.32,454
14066.0,267,1,152.55,111
14067.0,64,2,374.7,322
14068.0,320,1,265.85,112
14071.0,4,9,1307.41,554
14073.0,21,2,139.54,421
14075.0,5,3,942.26,534
14076.0,129,1,122.47,211
14077.0,41,5,499.41999999999996,343
14078.0,102,6,1049.37,244
14079.0,125,1,375.1,212
14080.0,33,1,45.599999999999994,311
14081.0,267,4,904.67,143
14082.0,365,1,182.25,111
14083.0,4,9,1018.43,554
14085.0,2,19,4435.79,555
14087.0,3,2,181.67,521
14088.0,10,14,50415.49,555
14089.0,57,1,161.0,311
14090.0,325,1,76.32000000000001,111
14092.0,8,17,4063.1,555
14093.0,12,1,442.85,412
14096.0,4,34,57120.909999999996,555
14098.0,37,1,147.35,311
14099.0,16,12,3092.9700000000003,455
14100.0,138,1,194.9,211
14101.0,74,6,5976.79,245
14102.0,5,8,1314.73,554
14104.0,155,2,216.20999999999998,221
14105.0,85,2,1260.33,224
14107.0,52,8,2688.48,355
14108.0,31,3,594.16,433
14109.0,23,2,80.2,421
14110.0,4,13,5669.65,555
14111.0,14,5,688.6,443
14112.0,23,12,2774.17,455
14113.0,4,8,1377.92,554
14114.0,274,2,386.53,122
14116.0,20,5,1382.74,444
14117.0,144,1,90.0,211
14121.0,4,6,2740.3,545
14124.0,84,1,419.58000000000004,212
14125.0,11,3,2740.43,535
14126.0,8,4,643.6300000000001,543
14127.0,123,3,709.71,233
14128.0,61,2,637.5,323
14129.0,2,5,1123.8600000000001,544
14130.0,319,1,483.86,113
14132.0,2,12,3580.13,555
14133.0,130,5,590.3399999999999,243
14135.0,2,15,4690.31,555
14138.0,2,2,982.3800000000001,524
14139.0,46,1,415.82,312
14140.0,4,3,920.05,534
14141.0,3,6,879.0300000000001,543
14142.0,373,1,311.81,112
14143.0,134,1,115.8,211
14145.0,47,5,3148.2,345
14146.0,9,6,2949.57,545
14147.0,49,3,468.4,332
14148.0,234,1,157.2,111
14149.0,213,3,259.43,132
14150.0,36,2,658.64,323
14152.0,75,3,611.09,233
14154.0,239,2,1345.62,124
14155.0,266,1,118.75,111
14156.0,10,66,113384.14,555
14157.0,20,3,400.43,432
14158.0,40,1,507.66,313
14159.0,20,14,4678.3,455
14161.0,216,3,1110.52,134
14162.0,174,2,289.36,222
14163.0,87,4,2445.91,245
14164.0,71,2,1631.77,224
14165.0,276,1,122.53999999999999,111
14167.0,39,4,574.84,343
14171.0,98,1,363.79,212
14173.0,11,4,450.84,542
14174.0,33,1,134.46,311
14175.0,51,7,3108.06,355
14176.0,297,5,574.0,143
14177.0,85,5,554.46,243
14178.0,9,7,1620.93,554
14179.0,41,2,719.78,323
14180.0,11,31,4640.77,555
14184.0,67,1,452.89,312
14185.0,331,1,197.65,111
14188.0,9,10,2018.91,554
14189.0,2,24,4604.31,555
14191.0,2,14,4660.01,555
14193.0,68,2,853.39,323
14194.0,5,32,11216.75,555
14195.0,202,3,962.7,134
14196.0,107,1,335.52,212
14198.0,4,7,663.5,553
14199.0,218,1,185.39999999999998,111
14201.0,60,9,688.04,353
14204.0,2,1,161.03,511
14205.0,11,4,218.78,541
14206.0,239,2,308.26,122
14208.0,95,1,151.74,211
14209.0,11,7,2067.13,555
14210.0,91,7,1900.89,254
14211.0,53,13,2208.3,355
14212.0,90,1,1070.48,214
14214.0,31,7,1000.23,454
14215.0,12,7,1777.92,454
14216.0,3,4,1839.3,544
14217.0,2,24,1925.3600000000001,554
14218.0,43,1,169.48000000000002,311
14219.0,4,1,89.94,511
14220.0,247,2,632.4,123
14221.0,42,10,3427.85,355
14222.0,177,1,683.17,113
14223.0,92,4,975.23,244
14224.0,110,4,1050.12,244
14226.0,29,7,2201.64,455
14227.0,26,15,3315.71,455
14229.0,52,5,1450.6,344
14231.0,179,5,822.0600000000001,143
14232.0,32,8,2043.93,355
14233.0,44,5,1447.51,344
14234.0,22,4,775.46,443
14235.0,10,6,3093.86,545
14236.0,81,2,490.86,223
14237.0,373,1,161.0,111
14238.0,326,1,146.85,111
14239.0,43,13,2323.5,355
14240.0,30,2,890.34,423
14241.0,184,1,213.70000000000002,111
14242.0,235,2,280.55,122
14243.0,9,14,2535.88,555
14245.0,176,5,1677.48,144
14246.0,111,3,1474.06,234
14247.0,278,1,136.76999999999998,111
14248.0,318,1,302.58,112
14250.0,7,3,1904.05,534
14251.0,2,5,2879.7000000000003,545
14256.0,254,3,935.0600000000001,134
14257.0,51,6,3087.27,345
14258.0,9,10,12650.08,555
14259.0,142,1,120.0,211
14261.0,51,2,1163.45,324
14262.0,8,8,2618.23,555
14264.0,155,3,319.47,232
14265.0,109,2,530.18,223
14267.0,151,7,1279.09,254
14270.0,332,1,492.65000000000003,113
14271.0,226,1,112.32,111
14272.0,74,2,437.96,222
14273.0,51,4,559.97,343
14276.0,88,5,1019.39,244
14277.0,15,4,3957.0,445
14280.0,197,1,134.04,111
14282.0,3,15,3729.34,555
14284.0,31,3,578.45,433
14285.0,21,4,1910.01,444
14286.0,24,5,4595.81,445
14287.0,8,4,151.23000000000002,541
14288.0,212,2,413.85,122
14289.0,9,6,911.26,543
14290.0,11,6,2307.4500000000003,545
14291.0,2,12,3873.3,555
14292.0,8,14,4819.33,555
14293.0,3,4,1046.56,544
14295.0,40,2,154.70000000000002,321
14297.0,18,6,1284.06,444
14298.0,3,45,50862.44,555
14299.0,8,18,2855.35,555
14300.0,19,1,43.2,411
14301.0,108,2,632.04,223
14304.0,223,2,197.1,121
14305.0,71,5,1803.76,244
14306.0,51,3,2083.42,335
14307.0,89,6,2995.72,245
14309.0,8,10,2319.68,555
14311.0,225,2,229.71,121
14312.0,47,6,1611.59,344
14314.0,107,1,120.0,211
14315.0,21,7,2456.98,455
14317.0,65,1,508.58000000000004,313
14320.0,207,3,343.11,132
14321.0,11,5,1530.75,544
14323.0,115,4,574.26,243
14326.0,235,2,166.85,121
14327.0,163,1,311.65,212
14329.0,9,14,4928.74,555
14331.0,124,2,462.65999999999997,222
14332.0,23,3,866.31,433
14333.0,64,2,351.45,322
14334.0,17,9,2539.46,455
14335.0,16,2,468.26,422
14336.0,17,4,1614.91,444
14338.0,158,4,554.22,243
14339.0,235,4,289.90999999999997,142
14340.0,219,1,134.7,111
14341.0,45,9,2166.38,355
14342.0,21,6,607.71,443
14344.0,127,8,889.9300000000001,253
14345.0,39,1,108.97999999999999,311
14346.0,121,2,1021.58,224
14348.0,260,1,409.57,112
14349.0,10,1,133.5,511
14350.0,271,2,258.7,122
14351.0,165,1,51.0,211
14352.0,157,4,1078.96,244
14353.0,215,1,90.6,111
14354.0,6,2,163.62,521
14355.0,366,1,174.4,111
14356.0,60,4,666.9399999999999,343
14357.0,43,1,225.77,311
14359.0,19,6,882.58,443
14360.0,32,4,2128.23,345
14362.0,22,1,161.2,411
14364.0,109,8,3717.35,255
14367.0,8,19,9167.82,555
14368.0,320,1,155.0,111
14371.0,295,1,100.5,111
14373.0,358,1,76.55,111
14375.0,185,1,257.68,112
14377.0,191,2,617.05,123
14379.0,44,2,348.1,322
14381.0,52,1,202.68,311
14382.0,26,1,626.0699999999999,413
14383.0,38,3,1247.69,334
14385.0,9,3,202.11,531
14386.0,297,1,142.4,111
14387.0,33,3,1770.56,334
14388.0,9,10,3172.04,555
14389.0,9,5,999.72,544
14390.0,10,13,4592.47,555
14393.0,218,1,67.95,111
14395.0,2,12,3471.91,555
14396.0,65,2,487.99,323
14397.0,1,23,2556.68,555
14400.0,141,2,559.7,223
14401.0,4,14,4039.98,555
14403.0,130,5,1426.31,244
14404.0,34,7,1434.72,354
14406.0,119,1,156.75,211
14407.0,107,9,2111.08,255
14408.0,11,7,2606.53,555
14409.0,71,7,1908.25,254
14410.0,16,15,576.3,453
14411.0,311,1,1063.0,114
14412.0,35,3,761.3299999999999,333
14413.0,362,1,122.7,111
14414.0,92,8,1485.1299999999999,254
14415.0,1,18,5811.56,555
14416.0,22,2,490.22,423
14418.0,4,3,1937.25,534
14419.0,11,6,1058.06,544
14420.0,85,2,385.87,222
14421.0,57,2,813.11,323
14422.0,1,6,4263.64,545
14423.0,218,1,265.2,112
14424.0,18,1,322.08,412
14426.0,19,16,3918.9,455
14427.0,50,2,363.34000000000003,322
14428.0,7,7,1230.14,554
14431.0,299,2,397.76,122
14432.0,10,6,2255.51,545
14434.0,22,6,1372.8,444
14436.0,99,1,89.06,211
14438.0,306,1,131.9,111
14439.0,320,1,2661.24,115
14440.0,8,5,2357.6800000000003,545
14441.0,1,10,1545.14,554
14442.0,2,5,1544.62,544
14443.0,54,7,1400.88,354
14446.0,1,4,1039.58,544
14447.0,19,5,1163.23,444
14448.0,9,2,375.35,522
14449.0,19,4,907.1,443
14450.0,181,3,483.25,133
14451.0,60,2,662.59,323
14452.0,11,2,264.44,522
14453.0,190,1,119.93,111
14456.0,5,14,3047.63,555
14457.0,311,1,113.64,111
14459.0,155,1,1837.92,214
14460.0,110,4,383.34,242
14461.0,148,3,2103.06,235
14462.0,64,15,1965.9,354
14463.0,98,3,529.62,233
14465.0,247,3,1058.6200000000001,134
14466.0,29,7,2272.4,455
14467.0,18,4,598.76,443
14470.0,12,2,461.19,422
14472.0,104,8,1936.84,254
14473.0,74,2,234.34000000000003,221
14474.0,43,2,537.71,323
14475.0,72,6,799.82,243
14476.0,257,1,215.7,111
14477.0,20,5,1307.81,444
14479.0,254,2,316.25,122
14480.0,11,1,279.05,512
14481.0,165,2,636.51,223
14482.0,18,6,2068.15,445
14483.0,150,2,129.2,221
14484.0,50,1,321.92,312
14485.0,39,1,165.75,311
14487.0,27,7,1183.58,454
14488.0,51,2,1047.43,324
14489.0,207,1,463.38,112
14491.0,175,2,340.93,122
14493.0,7,7,2362.84,555
14494.0,26,1,139.56,411
14495.0,51,2,123.8,321
14496.0,312,2,538.8100000000001,123
14497.0,301,2,457.47,122
14498.0,43,5,1957.32,344
14499.0,26,3,815.32,433
14500.0,88,3,356.85,232
14501.0,64,3,190.31,331
14502.0,20,14,2351.02,455
14503.0,3,6,3543.26,545
14504.0,47,4,673.26,343
14505.0,17,11,5818.7,455
14506.0,17,5,2012.17,444
14507.0,24,7,1368.18,454
14508.0,22,2,276.42,422
14511.0,11,6,1267.4099999999999,544
14512.0,188,2,275.28,122
14513.0,101,4,438.49,242
14514.0,61,3,1055.35,334
14515.0,18,6,2102.09,445
14517.0,33,2,330.45,322
14518.0,64,1,174.37,311
14520.0,2,2,270.6,522
14522.0,24,4,974.54,444
14523.0,108,1,241.09,211
14524.0,32,9,1867.68,354
14525.0,9,13,4221.37,555
14527.0,3,86,7711.38,555
14528.0,37,1,364.21999999999997,312
14529.0,60,3,620.04,333
14530.0,26,6,2925.91,445
14532.0,236,4,932.85,144
14533.0,25,9,1812.6200000000001,454
14534.0,3,25,4075.35,555
14535.0,59,4,2841.09,345
14536.0,260,1,171.8,111
14537.0,58,1,355.56,312
14538.0,65,2,388.25,322
14539.0,16,2,537.48,423
14540.0,10,3,996.26,534
14541.0,59,8,1461.65,354
14542.0,186,1,103.25,111
14543.0,4,21,2916.17,555
14544.0,24,2,2024.45,425
14546.0,4,9,2487.02,555
14547.0,4,9,3986.7400000000002,555
14548.0,151,2,652.8,223
14549.0,311,1,289.24,112
14550.0,11,2,765.62,523
14551.0,18,2,186.23,421
14552.0,152,1,165.07,211
14553.0,19,5,859.27,443
14554.0,10,4,2381.04,545
14555.0,57,2,324.14,322
14560.0,7,24,2174.18,555
14561.0,76,3,1080.76,234
14562.0,4,22,4709.22,555
14565.0,96,6,3073.77,245
14566.0,111,1,1432.0,214
14567.0,35,3,1524.46,334
14569.0,1,1,227.39,511
14570.0,281,2,218.06,121
14572.0,3,10,2803.69,555
14573.0,180,13,1603.72,154
14576.0,372,1,35.400000000000006,111
14577.0,13,4,859.71,443
14578.0,3,1,168.63,511
14581.0,17,1,138.6,411
14582.0,41,1,114.11,311
14583.0,6,5,1052.55,544
14584.0,169,5,1029.26,244
14585.0,50,1,157.05,311
14586.0,227,3,134.16,131
14587.0,19,10,1598.24,454
14589.0,372,1,39.75,111
14591.0,15,4,1447.14,444
14592.0,35,3,570.46,333
14593.0,22,3,617.99,433
14594.0,7,2,379.83,522
14595.0,20,6,1740.6,444
14597.0,11,2,883.15,523
14598.0,44,1,221.97,311
14600.0,306,1,393.33000000000004,112
14601.0,11,1,213.96,511
14603.0,275,1,660.0,113
14606.0,1,128,11713.85,555
14607.0,16,17,11341.1,455
14608.0,4,4,1785.15,544
14609.0,72,4,601.56,243
14616.0,243,3,406.08000000000004,132
14618.0,9,4,538.59,543
14619.0,239,2,379.51,122
14620.0,204,3,393.28000000000003,132
14621.0,1,6,1765.76,544
14622.0,185,1,320.58000000000004,112
14623.0,32,6,869.35,343
14624.0,57,2,225.85,321
14625.0,185,5,848.48,143
14626.0,9,7,2757.07,555
14628.0,91,2,671.96,223
14629.0,4,3,939.21,534
14631.0,51,3,1006.98,334
14632.0,263,1,114.56,111
14633.0,266,1,344.90000000000003,112
14636.0,36,2,609.85,323
14638.0,51,1,443.6,312
14639.0,52,8,2952.34,355
14640.0,16,8,2042.15,455
14641.0,22,1,110.46,411
14642.0,59,1,96.12,311
14643.0,170,3,668.61,233
14644.0,9,4,780.46,543
14645.0,157,2,597.09,223
14646.0,2,77,279489.02,555
14647.0,201,1,243.22,111
14649.0,5,4,1417.29,544
14651.0,67,2,654.6,323
14652.0,77,1,114.18,211
14653.0,1,7,1947.55,554
14655.0,4,5,1930.15,544
14656.0,169,2,291.05,222
14657.0,18,5,838.27,443
14658.0,5,2,247.15,522
14659.0,9,12,2456.53,555
14660.0,87,2,285.74,222
14661.0,27,1,107.95,411
14662.0,29,4,771.17,443
14664.0,20,2,637.89,423
14665.0,61,7,1258.38,354
14666.0,24,1,195.25,411
14667.0,11,27,9231.2,555
14669.0,242,3,1269.99,134
14670.0,280,2,411.53,122
14672.0,235,2,765.55,123
14673.0,3,5,1736.4,544
14675.0,16,1,604.75,413
14676.0,31,8,2543.2400000000002,455
14680.0,25,23,26932.34,455
14681.0,71,3,498.95,233
14682.0,188,2,52.0,121
14684.0,26,5,1236.28,444
14687.0,107,1,628.38,213
14688.0,8,27,5107.38,555
14689.0,209,1,112.8,111
14690.0,44,3,358.61,332
14691.0,31,5,2114.33,445
14692.0,137,5,582.05,243
14693.0,265,1,172.9,111
14696.0,4,9,2070.97,555
14697.0,218,2,188.60999999999999,121
14698.0,2,5,1250.76,544
14699.0,214,1,109.13000000000001,111
14700.0,32,3,2235.3,335
14701.0,11,12,2486.2200000000003,555
14702.0,1,18,3250.64,555
14703.0,15,1,318.17,412
14704.0,11,9,1546.91,554
14705.0,199,1,179.0,111
14708.0,3,4,1096.67,544
14709.0,15,14,4911.14,455
14710.0,14,4,606.13,443
14711.0,10,12,2838.2,555
14712.0,29,3,917.07,433
14713.0,9,12,2664.2599999999998,555
14714.0,24,1,160.19,411
14715.0,25,4,867.38,443
14716.0,43,2,329.68,322
14719.0,2,6,1592.18,544
14720.0,6,3,663.81,533
14722.0,147,1,187.92000000000002,211
14723.0,10,6,1158.3,544
14725.0,25,1,718.08,413
14727.0,274,1,268.58,112
14729.0,374,1,313.49,112
14730.0,1,8,2005.06,554
14731.0,47,3,380.02,332
14732.0,8,10,2686.34,555
14733.0,9,15,9451.54,555
14735.0,4,34,5807.6900000000005,555
14737.0,4,3,1164.55,534
14738.0,39,9,1289.94,354
14739.0,2,8,3899.1,555
14740.0,191,4,1423.21,144
14741.0,12,6,1400.34,444
14744.0,16,9,1088.53,454
14745.0,113,6,1167.16,244
